time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2021-04-02,75201.16,73306.9,73701.85,56.51,4198898.15,74142.89,direct,
2021-04-03,74878.44,71670.78,74142.89,59.03,4351722.66,71776.83,direct,
2021-04-04,73456.05,71079.28,71776.83,35.91,2599800.52,73281.89,direct,
2021-04-05,73976.71,71639.88,73281.89,68.78,5022753.41,73550.49,direct,
2021-04-06,74018.95,71233.71,73550.49,75.57,5492624.77,72528.02,direct,
2021-04-07,73461.4,70297.91,72528.02,70.1,5004938.46,70619.83,direct,
2021-04-08,73126.68,70584.83,70619.83,81.22,5876622.58,72991.41,direct,
2021-04-09,73939.39,70161.05,72991.41,129.85,9427741.3,72758.75,direct,
2021-04-10,76405.52,72573.8,72758.75,81.64,6129484.22,74678.93,direct,
2021-04-11,75488.46,73998.01,74678.93,46.99,3506250.65,75019.27,direct,
2021-04-12,76090.87,74458.36,75019.27,67.52,5078851.21,75271.43,direct,
2021-04-13,79562.28,75268.75,75271.43,127.78,9974899.1,79281.53,direct,
2021-04-14,81022.95,76797.37,79281.53,110.3,8755560.16,78784.36,direct,
2021-04-15,79963.61,77451.49,78784.36,72.0,5669196.69,79472.87,direct,
2021-04-16,79716.5,75465.36,79472.87,105.6,8165092.1,77068.28,direct,
2021-04-17,78222.45,75277.83,77068.28,67.0,5137262.0,75398.74,direct,
2021-04-18,75800.66,65177.09,75398.74,197.91,13955502.12,70568.59,direct,
2021-04-19,72111.36,68188.3,70568.59,126.38,8907671.55,70023.12,direct,
2021-04-20,72171.33,66919.39,70023.12,117.26,8135199.98,71397.7,direct,
2021-04-21,71816.46,66948.49,71397.7,76.45,5300923.9,67497.7,direct,
2021-04-22,69296.54,62973.11,67497.7,132.56,8808205.92,64785.61,direct,
2021-04-23,65189.98,59355.32,64785.61,185.27,11513245.95,63872.12,direct,
2021-04-24,64084.68,61153.8,63872.12,55.52,3482749.89,62838.77,direct,
2021-04-25,63418.94,59136.65,62838.77,75.2,4623146.38,61351.91,direct,
2021-04-26,67651.75,61249.94,61351.91,117.81,7793772.44,67074.63,direct,
